layer,from_account,to_account,amount,case_id
4,A317247,A309039,112106.18,C99
5,A309039,A245541,47720.85,C99
6,A245541,CRYPTO6776,117220.79,C99
1,A927061,A735858,172984.95,C99
2,A735858,A306899,130073.55,C99
3,A306899,A817631,194908.79,C99
4,A817631,A621950,66624.43,C99
5,A621950,CRYPTO6925,16137.71,C99
1,A426325,A583390,150170.4,C99
2,A583390,A574717,38210.44,C99
3,A574717,A482106,138180.03,C99
4,A482106,A427235,68719.89,C99
5,A427235,A672749,193161.27,C99
6,A672749,CRYPTO9613,71316.55,C99
1,A576583,A149246,187154.27,C99
2,A149246,A922448,54857.98,C99
3,A922448,A200456,14635.1,C99
4,A200456,A572770,184540.93,C99
5,A572770,CRYPTO3568,6048.13,C99
1,A798337,A893490,39209.3,C99
2,A893490,A310795,124679.73,C99
3,A310795,A123433,169737.24,C99
4,A123433,A879085,122732.18,C99
5,A879085,A438306,151493.16,C99
6,A438306,CRYPTO3170,101901.19,C99
1,A648703,A267606,97106.23,C99
2,A267606,A895237,107221.8,C99
3,A895237,A490461,35682.22,C99
4,A490461,A627437,64179.75,C99
5,A627437,CRYPTO1150,106374.87,C99
1,A136606,A662053,180557.71,C99
2,A662053,A990338,165267.09,C99
3,A990338,A148448,126909.31,C99
4,A148448,CRYPTO3835,91429.39,C99
1,A734007,A281706,169566.41,C100
2,A281706,A478527,166777.09,C100
3,A478527,CRYPTO1845,11365.62,C100
1,A410426,A708705,23822.87,C100
2,A708705,A715069,94239.22,C100
3,A715069,A367776,57409.13,C100
4,A367776,A535857,41717.13,C100
5,A535857,A930971,84416.69,C100
6,A930971,CRYPTO5796,109015.29,C100
1,A737368,A298136,136489.63,C100
2,A298136,A649064,32696.4,C100
3,A649064,A916535,194909.04,C100
4,A916535,CRYPTO7428,98250.06,C100
1,A940184,A102905,141261.24,C100
2,A102905,A305698,109179.8,C100
3,A305698,A311834,146060.35,C100
4,A311834,A323902,99981.54,C100
5,A323902,CRYPTO6280,149476.93,C100
1,A135988,A848657,31581.68,C100
2,A848657,A765291,49673.46,C100
3,A765291,A834605,125037.02,C100
4,A834605,A183394,56753.93,C100
5,A183394,A751982,135443.12,C100
6,A751982,CRYPTO3348,178708.35,C100
1,A311286,A733851,195287.91,C100
2,A733851,A897439,82879.14,C100
3,A897439,A257757,140372.69,C100
4,A257757,CRYPTO9666,11340.3,C100
1,A114212,A279423,129451.74,C100
2,A279423,A152919,194328.89,C100
3,A152919,A242570,59715.95,C100
4,A242570,A143973,81979.81,C100
5,A143973,CRYPTO4532,33639.55,C100
1,A752840,A740450,149108.61,C101
2,A740450,A356642,137961.64,C101
3,A356642,A107935,123104.35,C101
4,A107935,A782139,13026.93,C101
5,A782139,CRYPTO2950,133198.35,C101
1,A560398,A178090,190248.97,C101
2,A178090,A709638,191362.75,C101
3,A709638,A815895,198736.94,C101
4,A815895,A561914,158494.05,C101
5,A561914,A367352,58558.01,C101
6,A367352,CRYPTO6266,16313.58,C101
1,A884095,A144461,50235.39,C101
2,A144461,A202551,127992.96,C101
3,A202551,A693345,131851.54,C101
4,A693345,A606670,15641.86,C101
5,A606670,CRYPTO4326,22561.54,C101
1,A676121,A427866,113653.16,C101
2,A427866,A201340,166909.8,C101
3,A201340,A708413,59639.29,C101
4,A708413,A830721,36342.02,C101
5,A830721,CRYPTO1512,155741.6,C101
1,A877385,A269464,89267.08,C101
2,A269464,A542497,148847.11,C101
3,A542497,A621149,119915.36,C101
4,A621149,A325477,68523.12,C101
5,A325477,A556174,140045.41,C101
6,A556174,CRYPTO7107,169239.75,C101
1,A576921,A601190,13454.09,C102
2,A601190,A783139,168298.31,C102
3,A783139,A404102,114089.34,C102
4,A404102,A259197,60634.44,C102
5,A259197,CRYPTO8656,32419.57,C102
1,A155700,A960934,6905.36,C102
2,A960934,A972971,80753.74,C102
3,A972971,A609235,134076.03,C102
4,A609235,A169121,196120.49,C102
5,A169121,CRYPTO9176,6637.52,C102
1,A717421,A688704,194042.89,C102
2,A688704,A950038,65949.04,C102
3,A950038,CRYPTO1707,33784.01,C102
1,A518998,A417244,197422.42,C102
2,A417244,A680100,142576.08,C102
3,A680100,A642330,12723.89,C102
4,A642330,CRYPTO3821,17210.5,C102
1,A340563,A681640,83390.32,C102
2,A681640,A704099,98203.38,C102
3,A704099,A801276,125750.32,C102
4,A801276,A463520,191036.9,C102
5,A463520,A381008,166810.46,C102
6,A381008,CRYPTO8755,22108.31,C102
1,A651549,A241480,46149.17,C102
2,A241480,A256420,79086.58,C102
3,A256420,A761756,171061.46,C102
4,A761756,CRYPTO7736,192426.45,C102
1,A995756,A337677,96866.17,C102
2,A337677,A231581,112168.45,C102
3,A231581,A167303,178092.12,C102
4,A167303,A907982,138718.5,C102
5,A907982,CRYPTO6024,148676.98,C102
1,A874439,A485422,90383.76,C103
2,A485422,A396404,16672.65,C103
3,A396404,A372472,168601.64,C103
4,A372472,CRYPTO2936,125624.67,C103
1,A291221,A125151,77169.91,C103
2,A125151,A215458,130828.88,C103
3,A215458,A445311,54093.41,C103
4,A445311,A128757,153277.83,C103
5,A128757,A195477,109814.46,C103
6,A195477,CRYPTO3009,18139.5,C103
1,A838911,A731707,111880.52,C103
2,A731707,A438636,32023.27,C103
3,A438636,CRYPTO4472,123759.76,C103
1,A906696,A554119,86689.52,C103
2,A554119,A368888,81422.28,C103
3,A368888,CRYPTO4379,54650.62,C103
1,A767531,A151806,106153.09,C103
2,A151806,A584108,67377.34,C103
3,A584108,A236234,25033.72,C103
4,A236234,CRYPTO2873,195965.49,C103
1,A412027,A960110,120600.48,C103
2,A960110,A203487,151293.93,C103
3,A203487,A623646,45724.08,C103
4,A623646,A250080,55397.93,C103
5,A250080,CRYPTO4942,165214.93,C103
1,A627652,A280658,105919.74,C103
2,A280658,A924729,93665.4,C103
3,A924729,A445059,7310.53,C103
4,A445059,A737528,6121.06,C103
5,A737528,CRYPTO3539,93056.62,C103
1,A476284,A640340,129417.05,C104
2,A640340,A833555,191728.68,C104
3,A833555,CRYPTO1808,123658.17,C104
1,A400306,A283024,71856.06,C104
2,A283024,A611963,144680.38,C104
3,A611963,A309770,30452.79,C104
4,A309770,A855658,43030.27,C104
5,A855658,A693317,75499.74,C104
6,A693317,CRYPTO3515,151028.05,C104
1,A184339,A504300,185548.2,C104
2,A504300,A480644,69748.11,C104
3,A480644,A412807,64983.89,C104
4,A412807,A543895,151665.46,C104
5,A543895,A110659,125683.67,C104
6,A110659,CRYPTO4544,199981.79,C104
1,A465653,A373657,24357.24,C104
2,A373657,A605746,104303.25,C104
3,A605746,CRYPTO6706,121909.71,C104
1,A817742,A845176,188029.5,C104
2,A845176,A113589,14903.4,C104
3,A113589,A688894,115720.71,C104
4,A688894,CRYPTO6382,96692.17,C104
1,A449231,A424422,177758.52,C104
2,A424422,A628239,197683.11,C104
3,A628239,A748010,135797.25,C104
4,A748010,A603952,12313.17,C104
5,A603952,CRYPTO4016,175986.77,C104
1,A228519,A604626,187190.05,C104
2,A604626,A427185,129801.7,C104
3,A427185,A648280,32692.68,C104
4,A648280,CRYPTO1503,32851.89,C104
1,A473135,A303616,86047.68,C105
2,A303616,A764590,14794.08,C105
3,A764590,A682561,153806.46,C105
4,A682561,A149275,189201.23,C105
5,A149275,A430185,31867.73,C105
6,A430185,CRYPTO1308,194034.89,C105
1,A209915,A165775,65576.23,C105
2,A165775,A862007,124418.31,C105
3,A862007,CRYPTO7985,133822.12,C105
1,A911531,A441729,70166.43,C105
2,A441729,A859346,196896.95,C105
3,A859346,CRYPTO3978,146217.48,C105
1,A719402,A422825,187379.46,C105
2,A422825,A604318,178046.43,C105
3,A604318,CRYPTO7184,66579.32,C105
1,A535622,A666387,18403.84,C105
2,A666387,A959851,78469.43,C105
3,A959851,A591163,13912.61,C105
4,A591163,CRYPTO7919,155932.3,C105
1,A338785,A104155,147583.42,C105
2,A104155,A346305,129034.19,C105
3,A346305,A309909,163880.49,C105
4,A309909,A135511,136502.07,C105
5,A135511,CRYPTO2619,146417.23,C105
1,A787467,A659091,188258.48,C105
2,A659091,A686487,75085.35,C105
3,A686487,A957641,84327.61,C105
4,A957641,A263634,161649.31,C105
5,A263634,A343195,192679.16,C105
6,A343195,CRYPTO6517,50858.73,C105
1,A566249,A984505,5950.77,C106
2,A984505,A968050,99433.44,C106
3,A968050,CRYPTO3454,72184.37,C106
1,A127242,A530210,124390.52,C106
2,A530210,A746811,89756.39,C106
3,A746811,CRYPTO4091,60105.58,C106
1,A885185,A977035,145165.2,C106
2,A977035,A618747,127831.39,C106
3,A618747,CRYPTO3017,121422.87,C106
1,A439301,A452869,65610.36,C106
2,A452869,A319128,100997.97,C106
3,A319128,A151951,83002.5,C106
4,A151951,CRYPTO4756,92746.29,C106
1,A693857,A225092,109988.13,C106
2,A225092,A549845,99273.23,C106
3,A549845,A508505,139126.42,C106
4,A508505,CRYPTO1975,137847.59,C106
1,A891893,A148626,53105.13,C106
2,A148626,A971281,136733.27,C106
3,A971281,CRYPTO7745,154682.08,C106
1,A421089,A642030,110758.66,C106
2,A642030,A675875,42111.07,C106
3,A675875,A808481,72854.35,C106
4,A808481,CRYPTO6221,136318.82,C106
1,A843446,A750252,115591.08,C106
2,A750252,A791913,128447.41,C106
3,A791913,CRYPTO2348,174475.22,C106
1,A228182,A639323,81359.56,C106
2,A639323,A826181,24896.38,C106
3,A826181,A642231,28897.88,C106
4,A642231,CRYPTO7433,7088.89,C106
1,A898881,A203647,132521.02,C107
2,A203647,A464485,30093.52,C107
3,A464485,A804778,39588.03,C107
4,A804778,A808878,39002.73,C107
5,A808878,CRYPTO5558,134543.48,C107
1,A200353,A539840,122339.6,C107
2,A539840,A605304,158899.66,C107
3,A605304,A950516,6838.82,C107
4,A950516,A281341,41096.92,C107
5,A281341,A839945,15305.88,C107
6,A839945,CRYPTO4131,33440.19,C107
1,A715827,A214860,78757.98,C107
2,A214860,A616809,145021.67,C107
3,A616809,A137326,150958.69,C107
4,A137326,A259065,98435.91,C107
5,A259065,CRYPTO9069,166229.04,C107
1,A222910,A259324,18133.27,C107
2,A259324,A727743,118564.6,C107
3,A727743,A856245,185762.14,C107
4,A856245,A606349,87145.67,C107
5,A606349,CRYPTO1379,139463.46,C107
1,A404253,A735689,23210.49,C107
2,A735689,A222867,186717.44,C107
3,A222867,CRYPTO3774,77310.05,C107
1,A807465,A785383,38566.36,C107
2,A785383,A697746,185920.17,C107
3,A697746,A901013,158718.23,C107
4,A901013,A217779,48326.08,C107
5,A217779,CRYPTO3108,164119.47,C107
1,A112513,A360227,102291.9,C107
2,A360227,A234282,49612.77,C107
3,A234282,A177681,83615.77,C107
4,A177681,A915661,126857.66,C107
5,A915661,A411022,24573.88,C107
6,A411022,CRYPTO8158,78857.44,C107
1,A536655,A273972,89987.47,C107
2,A273972,A839733,175945.88,C107
3,A839733,A830953,190237.68,C107
4,A830953,A567391,97609.36,C107
5,A567391,CRYPTO6651,120522.84,C107
1,A285497,A145454,53653.06,C107
2,A145454,A490284,9351.76,C107
3,A490284,A330651,18818.86,C107
4,A330651,A128722,12169.98,C107
5,A128722,CRYPTO4185,81550.31,C107
1,A919534,A415495,68025.19,C107
2,A415495,A516222,196548.65,C107
3,A516222,A459152,84755.67,C107
4,A459152,A858126,25638.48,C107
5,A858126,CRYPTO2016,38599.94,C107
1,A530791,A659047,52010.28,C108
2,A659047,A559973,151648.97,C108
3,A559973,A184870,92626.07,C108
4,A184870,CRYPTO2642,197478.44,C108
1,A298326,A667565,136242.73,C108
2,A667565,A278942,89753.69,C108
3,A278942,A883125,177110.15,C108
4,A883125,A593861,86506.74,C108
5,A593861,CRYPTO4676,68953.88,C108
1,A845531,A708093,173059.89,C108
2,A708093,A138327,57661.45,C108
3,A138327,CRYPTO8014,37351.54,C108
1,A931624,A253460,16628.74,C108
2,A253460,A881914,48446.78,C108
3,A881914,CRYPTO3753,165216.49,C108
1,A490919,A230558,104029.83,C108
2,A230558,A512173,96501.57,C108
3,A512173,A343635,84701.12,C108
4,A343635,A763818,109177.49,C108
5,A763818,CRYPTO4813,27996.99,C108
1,A338897,A829302,181637.01,C108
2,A829302,A804132,96426.17,C108
3,A804132,A601427,61761.41,C108
4,A601427,CRYPTO9110,153320.09,C108
1,A134679,A541630,6914.16,C108
2,A541630,A670872,180928.44,C108
3,A670872,A234725,151775.74,C108
4,A234725,A552297,175247.12,C108
5,A552297,CRYPTO4229,147247.99,C108
1,A998539,A143499,141922.37,C108
2,A143499,A746213,20686.35,C108
3,A746213,A534480,144132.73,C108
4,A534480,A877790,192535.25,C108
5,A877790,CRYPTO4437,129766.33,C108
1,A328788,A408098,81130.01,C108
2,A408098,A925233,39556.72,C108
3,A925233,CRYPTO7523,90002.35,C108
1,A575338,A789325,193811.59,C109
2,A789325,A784281,118225.26,C109
3,A784281,A728125,124496.21,C109
4,A728125,A130935,179797.0,C109
5,A130935,A216488,106964.23,C109
6,A216488,CRYPTO4859,178704.2,C109
1,A266145,A954282,148653.12,C109
2,A954282,A251308,98665.08,C109
3,A251308,A855367,102540.33,C109
4,A855367,A853409,127230.76,C109
5,A853409,A291411,187454.9,C109
6,A291411,CRYPTO5215,7895.97,C109
1,A200582,A548930,130762.04,C109
2,A548930,A578784,99679.0,C109
3,A578784,A645780,94657.72,C109
4,A645780,CRYPTO6108,52494.76,C109
1,A542274,A725247,129887.5,C109
2,A725247,A508665,195196.98,C109
3,A508665,A670983,192704.0,C109
4,A670983,A855839,6107.53,C109
5,A855839,CRYPTO7477,148826.65,C109
1,A420217,A335605,57079.21,C109
2,A335605,A955795,49005.14,C109
3,A955795,A399490,42037.02,C109
4,A399490,A113921,120191.77,C109
5,A113921,CRYPTO5710,161059.15,C109
1,A845241,A135577,20108.62,C109
2,A135577,A589978,150116.72,C109
3,A589978,A205023,112130.19,C109
4,A205023,A395260,173504.77,C109
5,A395260,CRYPTO3552,87383.18,C109
1,A914943,A528209,198970.31,C109
2,A528209,A410161,147759.63,C109
3,A410161,A826985,179334.05,C109
4,A826985,CRYPTO3129,67316.95,C109
1,A803720,A958004,112994.93,C109
2,A958004,A521741,187540.62,C109
3,A521741,A988082,96124.49,C109
4,A988082,A482565,178499.47,C109
5,A482565,A106373,41083.26,C109
6,A106373,CRYPTO6072,42373.71,C109
1,A541450,A168047,5484.61,C109
2,A168047,A339458,112870.81,C109
3,A339458,CRYPTO7276,106162.34,C109
1,A910117,A356902,61956.02,C110
2,A356902,A741197,133826.25,C110
3,A741197,CRYPTO2588,115364.86,C110
1,A301569,A536565,103329.75,C110
2,A536565,A411664,55039.18,C110
3,A411664,A653957,42680.56,C110
4,A653957,A698669,180048.28,C110
5,A698669,CRYPTO1286,110352.35,C110
1,A119812,A236122,104936.84,C110
2,A236122,A203066,115258.4,C110
3,A203066,A216421,194575.55,C110
4,A216421,CRYPTO1011,125881.4,C110
1,A959832,A979960,152173.98,C110
2,A979960,A556111,61542.33,C110
3,A556111,A152646,73204.39,C110
4,A152646,CRYPTO9242,53333.57,C110
1,A291797,A751764,59842.89,C110
2,A751764,A836246,66897.35,C110
3,A836246,A327677,115951.31,C110
4,A327677,A312184,34097.72,C110
5,A312184,CRYPTO5130,32837.95,C110
1,A110491,A160388,5221.65,C110
2,A160388,A269220,183152.15,C110
3,A269220,A904778,8761.54,C110
4,A904778,CRYPTO1814,61565.22,C110
1,A142002,A576327,7488.89,C110
2,A576327,A139806,61085.05,C110
3,A139806,A838604,6294.32,C110
4,A838604,A363710,188723.25,C110
5,A363710,CRYPTO9700,45768.54,C110
1,A214398,A872647,168713.78,C110
2,A872647,A998940,77786.02,C110
3,A998940,A910697,54222.43,C110
4,A910697,CRYPTO5641,196018.45,C110
1,A739249,A602987,38826.48,C110
2,A602987,A960823,199306.34,C110
3,A960823,CRYPTO6923,20460.78,C110
1,A446977,A518317,143452.75,C111
2,A518317,A800098,125787.62,C111
3,A800098,A982549,10654.07,C111
4,A982549,CRYPTO8015,9381.39,C111
1,A422711,A194033,165613.22,C111
2,A194033,A733390,113100.96,C111
3,A733390,A703901,166479.35,C111
4,A703901,A230500,29572.75,C111
5,A230500,A707101,172819.19,C111
6,A707101,CRYPTO5108,129248.62,C111
1,A626757,A335001,41530.21,C111
2,A335001,A273695,157384.8,C111
3,A273695,A410770,126469.61,C111
4,A410770,CRYPTO9863,96693.5,C111
1,A599146,A859251,73753.26,C111
2,A859251,A202819,172785.32,C111
3,A202819,A809119,53098.42,C111
4,A809119,CRYPTO8121,150330.21,C111
1,A579417,A899263,56558.23,C111
2,A899263,A850125,164361.29,C111
3,A850125,A983914,145409.44,C111
4,A983914,A119042,152452.43,C111
5,A119042,A349238,58095.56,C111
6,A349238,CRYPTO8982,98699.34,C111
1,A510453,A982342,173613.89,C111
2,A982342,A838682,89724.95,C111
3,A838682,A636388,198784.88,C111
4,A636388,CRYPTO6679,82016.88,C111
1,A774218,A706050,172636.25,C112
2,A706050,A340864,81470.98,C112
3,A340864,A831078,127092.6,C112
4,A831078,CRYPTO5413,137811.62,C112
1,A366559,A950707,22241.05,C112
2,A950707,A889626,165261.01,C112
3,A889626,CRYPTO5486,125054.39,C112
1,A862483,A114301,109107.3,C112
2,A114301,A373936,196227.72,C112
3,A373936,A685160,88897.86,C112
4,A685160,A374849,171496.89,C112
5,A374849,CRYPTO5852,129540.44,C112
1,A892312,A905513,49070.27,C112
2,A905513,A884498,86171.67,C112
3,A884498,A289365,55695.95,C112
4,A289365,CRYPTO2655,168519.26,C112
1,A386827,A963534,151381.81,C112
2,A963534,A419910,45749.68,C112
3,A419910,CRYPTO1766,142232.39,C112
1,A268375,A799952,46846.92,C112
2,A799952,A802807,25621.89,C112
3,A802807,A626761,173921.19,C112
4,A626761,CRYPTO6570,191070.88,C112
1,A515477,A325256,87038.32,C113
2,A325256,A956608,9380.71,C113
3,A956608,A283364,9121.27,C113
4,A283364,A265589,95101.9,C113
5,A265589,CRYPTO9955,185160.4,C113
1,A990173,A622666,55148.55,C113
2,A622666,A121426,193054.3,C113
3,A121426,CRYPTO2482,175555.74,C113
1,A766385,A539271,77642.7,C113
2,A539271,A963516,28603.41,C113
3,A963516,A951128,165367.67,C113
4,A951128,A231983,127648.59,C113
5,A231983,CRYPTO7649,123470.56,C113
1,A653551,A754943,7748.27,C113
2,A754943,A662981,5440.15,C113
3,A662981,A530291,146212.1,C113
4,A530291,A378964,147313.19,C113
5,A378964,A785575,186552.55,C113
6,A785575,CRYPTO8520,168895.83,C113
1,A393001,A272449,120706.93,C113
2,A272449,A914947,122648.01,C113
3,A914947,A484500,186501.6,C113
4,A484500,A188446,85996.54,C113
5,A188446,A126668,10486.35,C113
6,A126668,CRYPTO1236,179488.95,C113
1,A960652,A355857,197660.74,C113
2,A355857,A565153,150071.38,C113
3,A565153,A473971,149469.91,C113
4,A473971,A805969,8297.28,C113
5,A805969,A186407,93198.27,C113
6,A186407,CRYPTO6892,146627.45,C113
1,A775510,A241249,32720.0,C113
2,A241249,A563605,117481.51,C113
3,A563605,CRYPTO2623,164867.13,C113
1,A992577,A227652,87328.09,C113
2,A227652,A953253,68276.41,C113
3,A953253,CRYPTO5599,154998.82,C113
1,A403930,A976354,15561.29,C113
2,A976354,A875147,48564.14,C113
3,A875147,A498650,60912.58,C113
4,A498650,CRYPTO5423,131712.81,C113
1,A952345,A436104,38530.68,C113
2,A436104,A941570,78870.01,C113
3,A941570,A177012,82118.08,C113
4,A177012,A937704,141678.26,C113
5,A937704,CRYPTO9113,145722.07,C113
1,A300488,A993799,67117.2,C114
2,A993799,A182987,136325.35,C114
3,A182987,A729061,103094.42,C114
4,A729061,A974132,146728.3,C114
5,A974132,CRYPTO6797,118660.69,C114
1,A755449,A426439,124983.77,C114
2,A426439,A774994,104664.49,C114
3,A774994,A207747,161610.15,C114
4,A207747,CRYPTO8686,78366.36,C114
1,A264771,A348664,51293.65,C114
2,A348664,A322885,7890.56,C114
3,A322885,A708223,50825.8,C114
4,A708223,A964570,159852.26,C114
5,A964570,CRYPTO4807,103076.85,C114
1,A666733,A990842,70638.08,C114
2,A990842,A722979,106339.62,C114
3,A722979,A426559,153607.17,C114
4,A426559,A666133,74729.79,C114
5,A666133,A210553,143170.25,C114
6,A210553,CRYPTO6166,72702.63,C114
1,A692354,A107912,48861.95,C114
2,A107912,A271269,56109.36,C114
3,A271269,A291301,46616.05,C114
4,A291301,A792572,82644.55,C114
5,A792572,A258148,92091.82,C114
6,A258148,CRYPTO4668,94450.51,C114
1,A528156,A376707,92397.16,C114
2,A376707,A971669,160686.53,C114
3,A971669,A837469,135614.17,C114
4,A837469,CRYPTO5407,189284.62,C114
1,A811524,A846942,61417.83,C114
2,A846942,A352101,121382.22,C114
3,A352101,A504267,143907.41,C114
4,A504267,A431949,14446.27,C114
5,A431949,CRYPTO2228,96764.25,C114
1,A692011,A772559,114310.5,C114
2,A772559,A350010,39603.87,C114
3,A350010,A302379,80909.27,C114
4,A302379,CRYPTO3882,135143.14,C114
1,A579784,A905593,67874.13,C115
2,A905593,A646814,179158.57,C115
3,A646814,CRYPTO1077,101891.94,C115
1,A567123,A130036,138385.99,C115
2,A130036,A840663,143815.16,C115
3,A840663,CRYPTO4126,15431.31,C115
1,A370570,A469353,107192.29,C115
2,A469353,A671837,18012.85,C115
3,A671837,A957736,19315.1,C115
4,A957736,A401802,88222.32,C115
5,A401802,A472603,26362.83,C115
6,A472603,CRYPTO6267,114862.25,C115
1,A730800,A491138,38233.05,C115
2,A491138,A985647,56943.75,C115
3,A985647,A389375,70531.13,C115
4,A389375,A370356,107188.13,C115
5,A370356,A171206,89073.36,C115
6,A171206,CRYPTO5788,66664.23,C115
1,A977344,A231238,192486.2,C115
2,A231238,A584733,64397.8,C115
3,A584733,A165378,26165.98,C115
4,A165378,A617812,177279.34,C115
5,A617812,A263449,16132.2,C115
6,A263449,CRYPTO5960,161876.88,C115
1,A632719,A179875,56790.15,C115
2,A179875,A507044,102810.09,C115
3,A507044,A321499,30428.6,C115
4,A321499,A454244,121613.86,C115
5,A454244,A648547,135805.58,C115
6,A648547,CRYPTO5482,87659.48,C115
1,A185162,A826536,80564.15,C115
2,A826536,A460909,165426.25,C115
3,A460909,A400965,198577.53,C115
4,A400965,A658485,34794.95,C115
5,A658485,CRYPTO6332,109990.73,C115
1,A896430,A827317,141512.5,C115
2,A827317,A432227,155160.12,C115
3,A432227,A200608,40594.53,C115
4,A200608,CRYPTO1178,155707.57,C115
1,A443292,A105427,102975.22,C116
2,A105427,A722662,143150.78,C116
3,A722662,A378988,13128.08,C116
4,A378988,CRYPTO4584,34419.92,C116
1,A241210,A278097,137978.39,C116
2,A278097,A806147,130162.86,C116
3,A806147,A926551,77681.0,C116
4,A926551,CRYPTO7393,101405.25,C116
1,A138698,A964689,159984.48,C116
2,A964689,A272758,193708.43,C116
3,A272758,A927345,68694.57,C116
4,A927345,CRYPTO6417,57577.87,C116
1,A110228,A811021,88557.93,C116
2,A811021,A239503,112349.03,C116
3,A239503,A398825,167435.53,C116
4,A398825,CRYPTO7911,163339.99,C116
1,A119112,A543441,35412.5,C116
2,A543441,A593406,45654.65,C116
3,A593406,A327855,16800.3,C116
4,A327855,A180692,198141.47,C116
5,A180692,CRYPTO5404,97236.51,C116
1,A357091,A317547,139467.11,C117
2,A317547,A140632,70953.09,C117
3,A140632,A557805,16510.91,C117
4,A557805,A321901,175575.98,C117
5,A321901,CRYPTO2086,136882.79,C117
1,A714548,A663836,172504.95,C117
2,A663836,A559224,173332.44,C117
3,A559224,A187404,133988.96,C117
4,A187404,A211129,176221.01,C117
5,A211129,A771966,101978.93,C117
6,A771966,CRYPTO1621,62120.38,C117
1,A135210,A459165,139713.7,C117
2,A459165,A140998,138973.37,C117
3,A140998,CRYPTO8817,157859.26,C117
1,A386586,A521126,114803.09,C117
2,A521126,A483249,81848.35,C117
3,A483249,A236583,37691.55,C117
4,A236583,A380114,110987.28,C117
5,A380114,CRYPTO4339,100134.92,C117
1,A634648,A803748,88120.48,C117
2,A803748,A670682,196411.91,C117
3,A670682,CRYPTO5840,158594.64,C117
1,A557296,A520132,89730.38,C117
2,A520132,A267664,53641.19,C117
3,A267664,CRYPTO6030,84276.3,C117
1,A515189,A906289,48960.14,C118
2,A906289,A210271,157471.57,C118
3,A210271,CRYPTO4791,9456.41,C118
1,A857982,A157937,52439.67,C118
2,A157937,A775873,163322.85,C118
3,A775873,A212577,128191.14,C118
4,A212577,CRYPTO6504,122333.54,C118
1,A942358,A861981,187587.0,C118
2,A861981,A650598,87776.2,C118
3,A650598,A884013,48956.5,C118
4,A884013,A311908,174353.16,C118
5,A311908,A633412,195898.42,C118
6,A633412,CRYPTO2250,120926.64,C118
1,A797641,A645480,96685.37,C118
2,A645480,A720268,102163.27,C118
3,A720268,CRYPTO3926,47741.7,C118
1,A495732,A199194,150930.3,C118
